4.904300252831154949e-02,-2.327489802525550128e-02
4.264663734465384826e-02,-2.275066069856540932e-02
4.511298813764891974e-02,-9.967594219905978603e-03
-1.454276267831693115e-02,6.551286804816343345e-02
1.162008857205480694e-01,1.565109544450323312e-02
1.569910150650416780e-01,-1.016633155122296378e-01
1.872399612117709722e-01,2.683369356949246581e-02
4.927146507337747117e-02,1.207992959371138320e-01
6.252838089417803169e-02,-2.106225283727233138e-02
-4.443563776715066943e-02,-1.603365095214733804e-01
7.019618164942247052e-02,9.241063746255742672e-02
3.089000195734959917e-02,2.284927797983545006e-02
8.165404688330527017e-02,-4.698715570316881057e-02
6.491435547310284160e-03,-5.873667329132256122e-03
4.339534424592107753e-02,4.554218452059671796e-02
1.681656909828911639e-02,-9.371327235889320706e-02
-4.697445417062694195e-02,5.094073000346528712e-02
-1.217854010623539013e-02,6.352055171203520312e-02
1.824158347062121432e-06,-9.047508038906026950e-04
-1.199569237580026398e-01,-1.412391350494421882e-01
1.126235912880974022e-02,6.687809877301338635e-02
-5.710271416190010330e-02,-3.809647832288428487e-02
-4.204242387819506765e-02,-3.426044749121179983e-02
-3.948839893906807424e-02,7.383773666979855099e-02
-2.562828981710053855e-02,3.601515554592699120e-02
2.462199902016038583e-02,-6.440383491707736552e-02
-8.585951219339969798e-02,-1.633254639842983066e-02
-6.403039955326395027e-02,7.624274746401793479e-02
-5.866580555624856252e-02,5.370603706544860995e-02
6.456146761492133519e-03,3.143973631727190604e-02
-3.507276802271017124e-02,5.618044135251220456e-02
8.297267819776764364e-02,1.356521548162759397e-02
-2.135642780685437832e-03,-1.332920799123319677e-01
5.924526734869070554e-02,-1.546739263557250776e-01
8.902845240839223073e-02,3.693369023190311295e-02
1.905722107139688065e-02,4.897604639224911564e-03
-9.274828354688958998e-02,-1.221483042558935694e-01
3.405097049949377952e-02,-1.372523784136745265e-02
-9.509349101853596664e-02,6.043876494456074111e-02
-2.978660028944261212e-02,-8.613132489743505205e-03
1.277508055321942004e-01,-3.081300021972328482e-02
6.099300831874857748e-02,-1.439664098014395086e-02
8.277142208295186487e-02,-6.945155412606367207e-04
1.250753594466382235e-01,1.057164235053392187e-01
-2.036316141814827757e-02,6.156094054053154463e-02
2.952333481062102347e-02,7.166058669350403032e-02
7.930027832583218250e-02,-9.006420552545704727e-02
1.429413254850986359e-02,-1.780283119107074763e-02
6.536770664018894117e-02,-6.586749213889145360e-02
-1.126380511862273143e-01,-2.707350766453562457e-02
-5.487872837190742314e-02,-2.040780102296400195e-02
-2.311454602482460735e-02,1.174779124273075404e-01
-8.466632229040779375e-03,8.192400200174258795e-02
-8.509394725583395436e-02,5.513071515696792158e-03
7.159232264350609554e-02,-6.384098198170136407e-02
3.951145788937691222e-02,3.242219153108501228e-02
1.411915453759047534e-01,-9.754163092897386034e-02
2.403434338242342247e-02,-7.510379886730629562e-02
-5.980642254823436560e-02,-5.562273999209522979e-02
3.926994366140754839e-02,6.186175168837318439e-02
-1.293520706377370919e-02,4.989881907231692726e-02
