-4.454085810280326574e-01,2.150684359780847543e-01,3.527286018092496422e-01,3.914200305882593045e-01,-3.434102937786403520e-01,5.219340703440299850e-02,-1.952543773833245733e-01,-1.009938524372034352e-01,4.605097255803986545e-01,-4.922911867769282357e-01
-5.497516129683821529e-02,6.086784832056346684e-02,-1.063743709064561040e-02,4.787981636794337928e-03,6.831267190173694048e-02,1.013917078704354574e-01,1.403105209053989166e-01,1.159227151919103339e-02,-5.615969096236239633e-02,-1.685669819146995343e-03
1.561827197751524676e-01,2.376187361813470178e-01,2.820317509626532049e-01,8.735834185129234819e-02,-4.206604420017368562e-01,1.991171030262422204e-01,-2.801506807453069126e-01,-3.261782604955144882e-02,3.762928174116890734e-01,-3.884518431719540255e-01
-8.151567763037867453e-02,6.935541990769322762e-01,3.674824210231527055e-01,-2.758487026608942294e-01,-5.026082565274070380e-02,2.341027199867846409e-01,-1.639183172137913258e-01,-1.985297215821766881e-01,-2.968178142062157243e-01,-4.276924057606922014e-02
-4.413429119036137993e-01,-1.323467656537768433e-01,3.534960756245837388e-01,1.256586107480336389e-01,5.640293087277663542e-01,2.551993189711134757e-01,-4.643725095008787718e-01,-2.427321077947687811e-01,-3.105700686577200220e-01,6.386806727123321981e-01
8.931896555906450319e-02,-1.709666305923335933e-02,1.998768331019281919e-01,2.570745367667600645e-01,-5.573346807259786651e-02,-2.628747666013868667e-01,-2.160651979127277134e-01,5.909510879999546606e-01,-8.733887081484376091e-02,-2.862516628282724684e-01
-3.861889038947021735e-01,1.643585155008649434e-01,5.962778790078333835e-02,-5.150899193201387005e-01,4.934036069965586635e-01,-3.833053843619961265e-01,-6.148884839242572120e-01,5.022031306644240134e-01,3.025282666349293215e-01,2.504592635487060681e-01
-2.674422941205397697e-01,5.147172643685682392e-01,7.776819059621223884e-01,9.302091523334709011e-01,-7.192314897025163800e-01,-1.036164950573138510e-01,-7.400147215960177771e-01,7.631584406759998052e-01,-4.635063522292163785e-01,-6.128097006601604946e-01
-4.966279127848906572e-01,3.849003105165607064e-01,-2.063130544104934544e-02,-4.299682355662529654e-01,2.680405850608417184e-01,-3.378706457250464923e-01,-3.269591864756428157e-01,7.863872542947945021e-01,-1.890429661234775960e-01,2.987871237793071066e-01
2.029933636969118993e-01,-8.444542487598643080e-03,-1.875684453242806304e-01,-1.159616248607897859e-01,-3.596366019706864064e-02,7.836553080764664392e-01,-1.270016413078113859e-01,-1.104726368677000498e-01,-2.551182033693507045e-01,8.535537696101087868e-02
2.698300352082010946e-03,-3.626455744051207408e-01,7.722115871434069856e-01,1.778258173429606848e-01,-1.139610849566851936e-01,-2.627629290188808198e-01,-3.933036306713606073e-02,-9.380756144506197103e-02,-1.426296543098091833e-02,-3.227377509913342268e-01
-1.087278709890577705e-01,3.589142949275891427e-03,-1.162955829967663168e-01,-4.979929441639856236e-02,7.080915625889228071e-02,-5.218523928670878442e-01,7.309215699424821411e-01,5.615540147110503755e-01,-2.469290335408831916e-01,4.456672036849989582e-01
4.392752273089446380e-01,2.755437001241602818e-02,6.279639712294009246e-02,-1.247408070203050168e-01,-3.640608322744608161e-02,2.446541324332987266e-01,6.793523458323019737e-01,-9.121730075777587654e-01,4.274296574610472743e-01,-7.661682423424748256e-01
-5.000327234572443658e-02,4.066010862008874738e-01,5.897311668438013355e-01,-2.858927022792657757e-01,-7.034223835905413502e-02,2.465328020872815332e-03,1.646260495233755339e-01,2.866671035759355557e-01,-4.164723404785777294e-01,-2.705256219873141132e-01
5.404351244033451795e-01,-1.314245231396387048e-01,-4.656777493546729318e-01,-4.686847716382686047e-01,6.311807251395652463e-01,-8.481083701150389231e-01,1.768172489068078890e-01,2.078771996438879832e-01,-4.235142062600693591e-01,5.162665400997100695e-01
-3.508658230399054334e-01,4.999044776234218834e-01,-2.919689192003960820e-01,-4.131676079307372018e-01,-1.628147476700610718e-01,-2.124163581706414727e-01,4.794589641420082815e-01,-1.136323900347808447e-01,4.220734348205774089e-01,9.151048918010357136e-02
4.414860239319634040e-03,-1.232058606153587088e-01,6.657165056985531182e-01,8.324147258268191907e-01,-9.873409723171666652e-01,-3.102917300413999269e-01,-8.519660627273069053e-01,4.784702246246742563e-01,-5.248652928320703820e-02,2.916659335825194099e-01
-3.797858297280100048e-01,-1.682590476535723023e-01,-2.873337041879869824e-02,5.352644452262682595e-01,2.757695838865218407e-01,4.482852458351330172e-02,-1.239803604911083601e-01,1.376765874710998427e-01,-3.473623182161417189e-01,3.149111295812901390e-01
-2.137491934170454855e-01,-6.562255959696228214e-01,-5.829046574248865076e-01,-5.667430503342084647e-01,5.230257270070121089e-01,2.595538968389841661e-01,-1.036314013993225184e-03,2.177342661918326427e-01,2.351506138714229699e-01,6.006825661657827498e-01
-8.292061595699458387e-02,1.999363052906684146e-01,-7.450805444359384633e-02,5.276387164209340730e-01,3.613174340179493571e-01,-3.003341912864098684e-01,4.279648626358964481e-01,-2.271081097738394117e-01,-2.817891454273552254e-01,-6.387043778023664409e-01
